頭金,支払金額
居,住居施設
居,家屋
居,家屋
外壁,塁壁
等位,地位
モルモン教,プロテスタンティズム
ライセンス,認可
ライセンス,公文書
抽象美術,ジャンル
小休,隔たり
小休,区切目
小休,勝利
雑種犬,飼い犬
溜息,発話
小妹,姉妹
揺る,動かす
揺る,思惑う
揺る,震う
揺る,動かす
揺る,動く
揺る,揺さ振れる
カテコラミン,ホルモン
憂欝,心理状態
憂欝,不幸せ
憂欝,心理状態
憂欝,不幸せ
焼き串,ピン
結合組織,動物組織
熟視,凝望
熟視,考える
熟視,凝望
熟視,考える
交い,掛りあい
交い,親交
出る,現実化
出る,見える
オオムギ,穀類
オオムギ,グレイン
似せ絵,画像
粘りつく,付着
消点,場所
虐める,取りあつかう
虐める,悩ます
虐める,苦します
発く,見付ける
発く,あざ笑う
混える,交ぜ合わせる
混える,入換える
手篭,器物
依存,動静
依存,動静
耕作者,農場主
ハイブラウ,個人
大詰,終わり
盛りこむ,含有
盛りこむ,結び合せる
計算し直す,割出す
仲断,隔たり
仲断,出来事
仲断,沈滞
仲断,遅れ
仲断,中断
仲断,終らす
仲断,終らす
仲断,隔たり
仲断,出来事
仲断,沈滞
仲断,遅れ
仲断,中断
仲断,終らす
仲断,終らす
大立回,ファイト
脾臟,リンパ組織
構成成分,結付き
見まう,障る
ねらい所,目当て
人出,集団
相乗,割出す
相乗,割出す
マニトール,利尿剤
タペストリー,複雑性
タペストリー,壁掛け
宇宙,自然物
宇宙,スペース
宇宙,場所
酌取る,解る
火災保険,保険
通常と異なる行動,アクティビティー
塑性,物性
エレクトロニクメール,電子コミュニケーション
問い掛け,問い
問い掛け,完結文
midi,プロトコール
蒙る,活きる
蒙る,被る
こんにちは,会釈
傾斜度,傾斜
鞠育,元気付ける
銭入,カバン
刃むかう,抗する
刃むかう,抗する
受取り証書,ご了承
淫婦,女子
傾国,女子
傾国,女子
永続性,継続期間
思いあがり,心緒
思いあがり,傲り
開びゃく,時点
開びゃく,場所
馴れ者,成人
ポリ塩化ビニル,ビニル樹脂
ショートアイアン,アイアン
伍,数字
新参,到着者
新参,初心者
竪どい,仲介物
課すること,エンフォースメント
留める,付着
留める,書きとめる
留める,誘発
留める,攫む
普通律,韻律
閃光電球,灯し火
縛り目,留具
粉,固体
粉,食料品
紫斑病,血液疾患
優勝者,競演者
盗取,重罪
安全ピン,ピン
沸騰させる,入換える
拍子抜け,不平
血清アルブミン,アルブミン
腺癌,癌腫
心意,キャラクタ
乗手,旅客
乗手,旅客
もらう,遷移
もらう,得る
バーナー,発熱体
バーナー,器械
氷河時代,時代
刺々しさ,不快
刺々しさ,切迫
炭,薪炭
炭,Ｃ
語り合う,語らう
黛,鬢
飛び越える,書き洩す
弁髪,ブレイド
弁髪,ブレイド
伯父君,親戚
延展,化ける
カラシナ,マスタード
サミットミーティング,会合
異国人,旅客
辛棒,耐忍ぶ
辛棒,抗する
外れ,地区
外れ,縁
外れ,末端
触れ,口述
不磨,継続期間
留意,傾注
留意,随順
留意,傾注
留意,随順
伝送,通信
伝送,持って来る
伝送,通信
伝送,持って来る
自己犠牲,律儀
自己犠牲,無私無欲
ルックサック,カバン
バッター液,ミックス
戦隊,体
タックをとる,縫い合わせる
肘鉄砲,不行儀
肘鉄砲,行ない
バレエ音楽,笛竹
3塁打を打つ,打つ
慎重に動かす,動く
完全雇用,経済状態
パポーバウイルス,動物ウイルス
赤外線,光放射
数で圧倒する,なる
囲口部,身体構造
蝶番い,合わせ目
蝶番い,身体部位
バゲット,フランスパン
通訳,斡旋者
握り潰す,押す
握り潰す,押す
手妻遣,公演者
カラット,斤
カラット,単位
苦悶,心理状態
苦悶,窮状
苦悶,艱苦
量子化,分割
量子化,割出す
量子化,分割
量子化,割出す
ハインドクォーター,肉片
小づく,あざ笑う
小づく,悩ます
小づく,押す
小づく,苦します
小づく,無視する
ラブ,情感
ラブ,心緒
メイド,下男
這入口,進入路
這入口,上がり口
験する,鑑定
験する,動く
個体数,整数
作り出す,入換える
作り出す,創造
作り出す,誘発
作り出す,培養
作り出す,考え浮かぶ
作り出す,生みだす
作り出す,創造
作り出す,作り上げる
作り出す,生みだす
作り出す,作り上げる
塞,障壁
鳥毛,動物質
メスキート,低木
打った切る,切る
婬,大罪
ファーストネーム,呼称
切口,疵ぐち
切口,販路
繙読,解釈
マスチフ,ワーキングドッグ
チケット,喚問
チケット,商業証券
携行,運輸
携行,移転
携行,運輸
携行,特徴として持つ
携行,運輸
携行,移転
携行,運輸
携行,特徴として持つ
煮焚,熟練工
煮焚,熟練工
捕捉,見取る
捕捉,攫む
伐りたおす,切る
共同組合,商社
取り替っこ,集団行動
取り替っこ,取引き
取り替っこ,両替
取り替っこ,逆転
取り替っこ,入れ換える
取り替っこ,集団行動
取り替っこ,取引き
取り替っこ,両替
取り替っこ,逆転
取り替っこ,入れ換える
支配者,個人
鍾乳石,シリンダー
プトレマイオス体系,御本
アパレル産業,業界
合体,協同
合体,綜合
合体,結び合せる
合体,統合
合体,併合
合体,交ぜ合わせる
合体,属する
合体,入換える
合体,協同
合体,綜合
合体,結び合せる
合体,統合
合体,併合
合体,交ぜ合わせる
合体,属する
合体,入換える
降雹,沈殿
宇宙観,ビュー
値札,附票
結び留める,束縛
結び留める,作り付ける
覆,自然物
覆,覆い
全身麻酔,知覚麻痺
ケトース,単糖
語らい,話し
語らい,話し合い
大宮人,随行員
コモンロー,国内法
乳母,守
傭人,サラリーマン
アナゴ,鰻
冷やかし合う,小衝く
行きちがい,論争
クワンザ,お祭
追ったてる,移転
体積,量
訴える,動く
訴える,挑戦
業務,義務
市場に出す,取引き
デシジョンテーブル,多次元言語
ブックレット,韋編
同系交配,交配
仮面,色
仮面,覆い
仮面,変装
静脈洞,堀り割り
身請け,交わす
硝酸,酸
網版,エングレービング
コンセントレーション,耳目
やくざ者,盗人
やくざ者,個人
やくざ者,加害者
ニットウェア,衣装
一続きの階段,階
考察,話し合い
考察,思惟作用
考察,温かさ
考察,鑑定
考察,議する
考察,考える
考察,話し合い
考察,思惟作用
考察,温かさ
考察,鑑定
考察,議する
考察,考える
記述,口述
記述,記録
記述,詳しく述べる
記述,告げ知らせる
記述,口述
記述,記録
記述,詳しく述べる
記述,告げ知らせる
フォロウ,鑑定
手解,テクストブック
手解,入門
変形菌,こけもも
公課,賦課
重回帰,多変量解析
生いそだつ,開ける
生いそだつ,開ける
縮図,典型
虹,弓
特例,例
熔かす,液化
フォーミュラ,途方
テンプテーション,風動
反らせる,湾曲
差し出る,動く
引廻し,マネージメント
新聞のコラム,記文
活力,生彩
活力,丈夫
活力,力強さ
活力,勢い
活力,気迫
てこ棒,棒
てこ棒,棒
逸走,出奔
逸走,出で立つ
逸走,出奔
逸走,出で立つ
舞姫,公演者
掛け替える,入換える
ディテクティブストーリー,推理小説
被任命者,吏員
被任命者,個人
創り出す,生みだす
創り出す,創造
死滅,不活性
死滅,掻消える
死滅,不活性
死滅,掻消える
逆上る,為出す
大局,道筋
目印,表徴
目印,しるし
嫌がる,怨む
嫌がる,厭う
動作,過程
動作,出来事
動作,過程
動作,出来事
葉緑体,プラスチド
郵便料金計器,マシン
Pascalコンパイラ,コンパイラー
アインスタイニウム,メタール
時節,時点
時節,蓋然性
時節,ピリオド
当然の結果,成果
洗礼命名式,洗礼
横,地域
火消し,保護者
御師さん,泰山北斗
敵対,反感
敵対,不好き
敵対,導通抵抗
敵対,狼藉
敵対,対戦
敵対,争う
敵対,動く
敵対,反感
敵対,不好き
敵対,導通抵抗
敵対,狼藉
敵対,対戦
敵対,争う
敵対,動く
陳列場,バックグラウンド
最下,成果
墜下,動く
肺循環,血の巡り
酷使,開発
継続,時
継続,継続期間
継続,アクティビティー
継続,動く
継続,続ける
継続,対談
継続,時
継続,継続期間
継続,アクティビティー
継続,動く
継続,続ける
継続,対談
魅す,悦ばせる
魅す,引き付ける
謳歌,可決
謳歌,称揚
謳歌,身振りで表す
謳歌,称揚
謳歌,可決
謳歌,称揚
謳歌,身振りで表す
謳歌,称揚
三冬,季
発生率,度数
自然界,万物
生き延びる,打負かす
揺籃,根元
地下納骨所,墓
レザー,獣皮
働きつめる,就労
保護カバー,覆い
始める,掛かる
始める,生みだす
始める,なる
始める,経始
恒常商品,商品
応報,違約金
応報,余波
応報,便宜
辛辣な言葉,ヒューモー
辛辣な言葉,コメント
オービタ,機器
入力ファイル,コンピュータファイル
居住,行ない
居住,住居施設
居住,御座る
居住,住する
居住,住する
居住,行ない
居住,住居施設
居住,御座る
居住,住する
居住,住する
右折,方向転換
悪意,意地悪さ
悪意,賊心
悪意,姦邪
ミナレット,台
映画,手段
映画,演芸
映画,産品
映画,映画産業
藕,スイレン
ポートワイン,甘味果実酒
継ぎはぎ,交わる
外被,表層
外被,表層
長ける,開ける
補正,改修
補正,不定量
補正,書き換える
補正,入換える
補正,改修
補正,不定量
補正,書き換える
補正,入換える
借りる,取りむすぶ
借りる,得る
借りる,得る
便利帳,入門
単分数,分数
自由貿易,取引き
バトン,棒
民俗音楽,ポピュラー音楽
通行手形,許し
通行手形,許し
垂線,一直線
比較心理学,心理学
受けつける,反応
押えこむ,圧す
物自体,認知的内容
油紙,ペーパー
モルモット,テンジクネズミ
モルモット,個人
モルモット,テンジクネズミ
リモネン,テルペン
片手桶,槽
アミノ樹脂,プラスティック
カーテンコール,謝意
メドロキシプロゲステロン,プロゲスチン
長円,円錐曲線
件,内容
件,興味
件,事態
件,出来事
マネージャー,取締役
欧州経済共同体,国際機関
引っ付ける,付着
水治療法,トリートメント
歌上げる,歌う
略説,口述
略説,要覧
略説,プラン
略説,写しだす
略説,折返す
略説,口述
略説,要覧
略説,プラン
略説,写しだす
略説,折返す
つなぐ,コミュニケート
つなぐ,プラス
ノルマ,数
拭い去る,呑込む
拭い去る,引去る
拭い去る,打ち留める
悠久,時
悠久,時
桝,区劃
摩滅,浸蝕
摩滅,摩擦
賞,おくり物
バイメタル,マティエール
食靠,症候
息つく,休止
呪,言語行動
呪,批難
泥田,小野
香港ドル,弗
三角測量,三角法
三角測量,測量
協奏曲,古典派音楽
組職,社会集団
悪人,好ましからざる人物
悪人,違反者
悪人,個人
